id,em portugues,en español
13581,num_ativ_prom_set_pub,num_activ_prom_sect_púb
13585,num_crianc_passado_abrigo,num_niño_pasado_albergue
13589,num_crianc_abrigadas_novamente,num_niño_albergados_nuevamente
13593,num_crimes_violentos_nao_fatais,num_delitos_violentos_no_fatales
13597,num_educadores_desportivos,num_educadores_deportivos
13601,num_fam_benef_prog_hab,num_fam_benef_prog_hab
13605,num_matric_creches_municipais,num_matric_jardines de infantes_municipales
13609,num_matric_pres_escolas_municipais,num_matric_pres_escuelas_municipales
13613,num_novas_unidades_constr_progr_habitac,num_nuevas_unidades_constr_progr_habitac
13617,num_obitos_neoplasias,num_óbitos_neoplasias
13621,num_vagas_disp_serv_assist_social,num_vacantes_disp_serv_asist_social
13625,num_vagas_pub_prat_esporte,num_vacantes_púb_pract_deporte
13629,num_pop_situacao_rua_acolhida,num_pob_situación_calle_acogida
13633,num_pop_situacao_rua_acolhida_regiao,num_pob_situación_calle_acogida_región
13637,num_telecentros,num_telecentros
13641,num_unidades_esportivas_public,num_unidades_deportivas_públic
13645,num_acident_com_vitimas_automovel,num_accident_con_víctimas_automóvil
13649,num_acident_com_vitimas_bicicleta,num_accident_con_víctimas_bicicleta
13653,num_acident_com_vitimas_motocicleta,num_accident_con_víctimas_motocicleta
13657,num_alunos_2anos_mais_defasagem_fundam_priv,num_alumnos_2años_más_desfasaje_prim_priv
13661,num_alunos_2anos_mais_defasagem_fundam_total,num_alumnos_2años_más_desfasaje_prim_total
13665,num_obitos_causas_externas,num_óbitos_causas_externas
13669,num_alunos_2anos_mais_defasagem_fundam_priva,num_alumnos_2años_más_desfasaje_prim_priva
13677,num_alunos_2anos_mais_defasagem_medio_total,num_alumnos_2años_más_desfasaje_sec_total
13681,num_alunos_matriculados_rede_publica,num_alumnos_matriculados_red_pública
13685,valor_orcamento_liquidado,valor_presupuesto_liquidado
13689,valor_orcamento_orcado,valor_presupuesto_presupuestado
13693,num_alunos_ens_fund_publica,num_alumnos_ens_prim_pública
13697,num_alunos_ens_fund_publica_e_privada,num_alumnos_ens_prim_pública_y_privada
13701,num_alunos_ens_fund_privada,num_alumnos_ens_prim_privada
13705,num_alunos_ens_fund_total,num_alumnos_ens_prim_total
13709,num_alunos_ens_medio_privada,num_alumnos_ens_sec_privada
13713,num_alunos_ens_medio_total,num_alumnos_ens_sec_total
13717,num_alunos_turno_intermediario,num_alumnos_turno_intermedio
13721,num_alunos_abandono_fund_privada,num_alumnos_abandono_prim_privada
13725,num_alunos_abandono_fund_publica,num_alumnos_abandono_prim_pública
13729,num_alunos_abandono_fund_pub_e_privada,num_alumnos_abandono_prim_púb_y_privada
13733,num_alunos_abandono_medio_privada,num_alumnos_abandono_sec_privada
13737,num_alunos_abandono_medio_total,num_alumnos_abandono_sec_total
13741,num_alunos_reprovados_fund_total,num_alumnos_reprobados_prim_total
13745,num_alunos_reprovados_ens_medio_privada,num_alumnos_reprobados_ens_sec_privada
13749,num_alunos_reprovados_ens_medio_total,num_alumnos_reprobados_ens_sec_total
13753,num_classes_escolas_publicas_35alunos,num_clases_escuelas_publicas_35alumnos
13757,num_criancas_adolesc_abrigos,num_niños_adolesc_albergues
13761,num_criancas_adolesc_reintegrados,num_niños_adolesc_reintegrados
13765,num_domicilios_corticos,num_domicilios_conventillos
13769,num_domicilios_favelas,num_domicilios_favelas
13773,num_domicilios_deficit_habitacional,num_domicilios_déficit_habitacional
13777,num_empregos_cidade,num_empleos_ciudad
13781,num_empregos_regiao,num_empleos_región
13785,num_equip_culturais_public_cidade,num_equip_culturales_públic_ciudad
13789,num_equip_culturais_public_regiao,num_equip_culturales_públic_región
13793,num_total_escolas,num_total_escuelas
13797,num_total_escolas_classes_turno_intermediario,num_total_escuelas_clases_turno_intermedio
13801,num_metros_quadrad_areas_verdes_publicas,num_metros_cuadrad_áreas_verdes_públicas
13805,num_museus_cidade,num_museos_ciudad
13809,num_museus_regiao,num_museos_región
13813,num_total_obitos,num_total_óbitos
13817,num_obitos_causas_mal_definidas,num_óbitos_causas_mal_definidas
13821,num_pontos_cultura_cidade,num_puntos_cultura_ciudad
13825,num_pontos_cultura_regiao,num_puntos_cultura_región
13829,num_professores_ens_fund_rede_publica,num_profesores_ens_prim_red_pública
13833,valor_orcamento_orc_sub,valor_presupuesto_presup_sub
13837,pop_masc_15_a_24_anos,pob_masc_15_a_24_años
13841,pessoas_feridas_acidentes_transito,personas_heridas_accidentes_tránsito
13845,dom_sem_coleta_de_lixo,dom_sin_recolección_de_basura
13849,crancas_4_a_5_anos_na_pre_escola,niños_4_a_5_años_en la_pre_escuela
13853,pop_4_a_5_anos,pob_4_a_5_años
13857,Tot_alunos_reprovados_ensino_fundamental,Tot_alumnos_reprobados_enseñanza_primaria
13861,tot_alunos_2_anos_ou_mais_defasagem_ensino_fundamental,tot_alumnos_2_años_o_más_desfasaje_enseñanza_primaria
13865,Tot_alunos_reprovados_ensino_medio,Tot_alumnos_reprobados_enseñanza_secundaria
13869,tot_alunos_abandonaram_ensino_medio_rede_publica,tot_alumnos_abandonaron_enseñanza_secundaria_red_pública
13873,tot_alunos_2_anos_ou_mais_defasagem_ensino_medio,tot_alumnos_2_años_o_más_desfasaje_enseñanza_secundaria
13877,Resul_afericao_qualidade_agua,Resul_cálculo_calidad_agua
13881,dom_renda_um_quarto_salario_minimo,dom_renta_un_cuarto_salario_minimo
13885,Obitos_menos_uma_semana_vida,Óbitos_menos_una_semana_vida
13889,Obitos_entre_uma_semana_e_um_mes_vida,Óbitos_entre_una_semana_y_un_mes_vida
13989,Cadastro editado com sucesso.,Registro editado con éxito.
13893,Obitos_recem_nascidos_entre_um_mes_e_um_ano,Óbitos_recién_nacidos_entre_un_mes_y_un_año
13897,Obitos_de_fetos,Óbitos_de_fetos
13901,Partos_com_operacao_cesariana,Partos_con_operación_cesárea
13905,Partos_realizados,Partos_realizados
13909,Curetagem_pos_aborto,Raspado_post_aborto
13913,pop_mul_15_a_29_anos,pob_mul_15_a_29_años
13917,inter_infec_resp_criancas_0_a_4_anos,inter_infec_resp_niños_0_a_4_años
13921,total_casos_roubos_extorsao,total_casos_robos_extorsión
13925,dom_renda_meio_salario_minimo,dom_renta_medio_salario_minimo
13929,vel_media_onibus_horario_pico,vel_media_autobuses_horario_pico
13933,inter_doecas_diarreicas_agudas,inter_enfermedades_diarreicas_agudas
13937,cancer_colo_de_utero,cáncer_cuello_de_útero
13941,pop_fem_30_anos_ou_mais,pob_fem_30_años_o_más
13945,pop_16_a_24_anos,pob_16_a_24_años
13949,adoles_19_anos_ou_menos_resp_domicilio,adoles_19_años_o_menos_resp_domicilio
13953,jovens_16_a_24_anos_empregados,jóvenes_16_a_24_años_empleados
13957,obitos_todas_causas_homens_15_a_24_anos,óbitos_todas_causas_hombres_15_a_24_años
13961,pop_fem_15_a_19_anos,pob_fem_15_a_19_años
13965,inter_curetagem_pos_aborto_mulheres_15_a_19_anos,inter_raspado_post_aborto_mujeres_15_a_19_años
13969,Agência Reguladora de Saneamento de Tubarão/SC,Agencia Reguladora de Saneamiento de Tubarão/SC
13971,Atender 15% da demanda até 2015,Atender 15% de la demanda hasta 2015
13973," 6,3 m²/habitante até 2016 "," 6,3 m²/habitante hasta 2016 "
13975,Falta de equipamentos de medição.,Falta de equipamientos de medición.
13979,Incluir todos os domicílios que não são contemplados com coleta seletiva de lixo no ano de 2014.,Incluir todos los domicilios que no son contemplados con recolección selectiva de basura en el año 2014.
13981,"Os indicadores aparecerão com três cores diferentes, nas  seguintes classificações: nenhum dado preenchido (vermelho); preenchido, mas  não com o ano anterior ao vigente (laranja); e preenchido (azul).<br><br>Os indicadores são apresentados pelos eixos do Programa  Cidades Sustentáveis. Para preencher os dados você deve clicar no eixo,  escolher o indicador que será preenchido e clicar no lápis para a edição.","Los indicadores aparecerán con tres colores diferentes, en las siguientes clasificaciones: ningún dato completado (rojo); completado, pero no con el año anterior al vigente (anaranjado); y completado (azul).<br><br>Los indicadores se presentan por los ejes del Programa Ciudades Sustentables. Para completar los datos usted debe clicar en el eje,  escoger el indicador que se completará y clicar en el  lápiz para su  edición."
13983,Aumentar este índice para 15% até 2016,Aumentar este índice al 15% hasta 2016
13985,"As reuniões dos Conselhos geralmente  são por: Oficios convitese_mail ou telefone
As Audiências  Publica e Conferências : Jornal. site. folder","Las reuniones de los Consejos generalmente son por: Oficios, invitaciones, e-mail o teléfono
Las Audiencias Públicas y Conferencias: Diario, sitio, folletos"
13987,própria,propia
13991,RETRANS E SERRANA,RETRANS Y SERRANA
13997,"Duplicar o número de centros culturais, espaços e casas de cultura até 2016.","Duplicar el número de centros culturales, espacios y casas de cultura hasta 2016."
13999,Biblioteca Olavo Bilac,Biblioteca Olavo Bilac
14051,"Atingir no IDBE nota 6,0 na média da Rede Municipal do Ensino Fundamental (4ª série) até 2015, e nota 6,2 até 2017.","Alcanzar en el  IDBE la nota 6,0 en la media de la Red Municipal de Enseñanza Primaria (4º grado) hasta 2015, y nota 6,2 hasta 2017."
14227,"6,3 m²/habitante até 2016","6,3 m²/habitante hasta 2016"
14229,Matricular 100% da demanda.,Matricular 100% de la demanda.
14291,Diminuir o nº de atropelamentos e  o número de mortes em 5% ao ano.  ,Disminuir el número de atropellamientos y el número de muertes en un 5% al año.
13993,Elaboração e implantação do Plano de Gestão de Resíduos Sólidos,Elaboración e implantación del Plan de Gestión de Residuos Sólidos
13995,Fundação Municipal de Cultura e Esporte - Coordenação de Ações Culturais,Fundación Municipal de Cultura y Deporte - Coordinación de Acciones Culturales
14001,Ampliar em 20% o numero de livros adultos até 2016,Ampliar en un 20% el número de libros adultos hasta 2016
14027,Erro ao editar. (Internal Server Error),Error al editar. (Internal Server Error)
14035,Cadastro apagado com sucesso.,Registro borrado con éxito.
14123,Delegacia Geral de policia civil - DPCAMI - Tubarão-SC,Delegacia Geral de Policia Civil - DPCAMI - Tubarão-SC
14155,Betha folha do Departamento de Recursos Humanos Prefeitura de Tubarão,Betha folha del Departamento de Recursos Humanos Prefeitura de Tubarão
14221,"Reduzir a 0% a população que reside em domicílios considerados ""favelas"" até 2016","Reducir al  0% la población que reside en domicilios considerados ""favelas"" hasta 2016"
14267,"Reduzir a 0% a população que reside em domicílios considerados ""favelas"" até 2016.","Reducir al  0% la  población que reside en domicilios considerados ""favelas"" hasta 2016."
14003,"Bem vindo à interface administrativa de relatórios do  Programa Cidades Sustentáveis!<br><br>Um dos objetivos do Programa Cidades Sustentáveis é  fortalecer o trabalho dos Municípios nas áreas da gestão, planejamento,  transparência, participação, prestação de contas, entre outros. Tudo isso sempre  incorporando a Sustentabilidade de forma transversal às políticas públicas.<br><br>E, neste sentido, indicadores e metas são ferramentas fundamentais  de trabalho.<br><br>Nossa orientação é que seja elaborado e disponibilizado o  máximo de indicadores sugeridos pelo Programa Cidades Sustentáveis. Para isto,  é importante trabalhar de forma coordenada junto aos diferentes órgãos e níveis  da administração pública (municipal, estadual e federal) que possam fornecer  dados, informações e indicadores de todas as áreas previstas no Programa.<br><br>Estamos à disposição para qualquer outro esclarecimento.<br><br>Orientações básicas:<br><br>No primeiro acesso é preciso mudar a senha no item  &quot;Preferências&quot; e preencher os dados do município. É muito importante  cadastrar uma pessoa responsável pelas informações que serão inseridas no  sistema.<br><br>No item &quot;Variáveis básicas&quot; você fará o cadastro  de dados básicos do seu município. Parte destas informações será usada para  compor a página principal de cada cidade.<br><br>No item &quot;Indicadores&quot; você fará a navegação pelos  eixos do Programa Cidades Sustentáveis e preencherá os dados para compor os 100  indicadores básicos do Programa Cidades Sustentáveis.<br><br>Obrigado.<br><br>Programa  Cidades Sustentáveis.","¡Bienvenido a la interfaz administrativa de informes del Programa Ciudades Sustentables!<br><br>Uno de los objetivos del Programa Ciudades Sustentables es fortalecer el trabajo de los Municipios en las áreas de la gestión, planeamiento,  transparencia, participación y prestación de cuentas, entre otras. Todo esto siempre  incorporando la Sustentabilidad de forma transversal a las políticas públicas.<br><br>E, en este sentido, indicadores y metas son herramientas fundamentales de trabajo.<br><br>Nuestra orientación es que se elabore y se ponga a disposición el máximo de indicadores sugeridos por el Programa Ciudades Sustentables. Para ello,  es importante trabajar en forma coordinada junto con los diferentes órganos y niveles de la administración pública (municipal, estatal y federal) que puedan proveer datos, informaciones e indicadores de todas las áreas previstas en el  Programa.<br><br>Estamos a disposición para cualquier otra aclaración.<br><br>Orientaciones básicas:<br><br>En el primer acceso es necesario cambiar la contraseña/ clave en el  ítem  &quot;Preferencias&quot; y completar los datos del municipio. Es muy importante registrar a una persona responsable por toda la información que se introducirá en el sistema.<br><br>En el ítem &quot;Variables básicas&quot; usted hará el registro de datos básicos de su municipio. Parte de estas informaciones será usada para componer la página principal de cada ciudad.<br><br>En el ítem &quot;Indicadores&quot; usted hará la navegación por los ejes del Programa Ciudades Sustentables y completará los datos para componer los 100  indicadores básicos del Programa Ciudades Sustentables.<br><br>Gracias.<br><br>Programa  Ciudades Sustentables."
14031,Manter o índice de empregos gerados no município de Tubarão dos jovens na faixa etária compreendida entre 15 a 29 anos.,Mantener el índice de empleos generados en el  municipio de Tubarão de los jóvenes en edades comprendidas entre 15 y 29 años.
14037,CELESC e CERGAL,CELESC y CERGAL
14153,Ok,Ok
14207,INPE e SOS Mata Atlântica,INPE y SOS Mata Atlântica
14249,Por favor informe os valores,"Por favor, informe los valores"
14289,"Decréscimo de 5% no número de mortes ao ano, gerados pelo trânsito","Reducción del 5% en el  número de muertes al año, generadas por el tránsito"
14005,"Os indicadores aparecerão com três cores diferentes, nas  seguintes classificações: nenhum dado preenchido (vermelho); preenchido, mas  não com o ano anterior ao vigente (laranja); e preenchido (azul).<br><br>Os indicadores são apresentados pelos eixos do Programa  Cidades Sustentáveis. Para preencher os dados você deve clicar no eixo,  escolher o indicador que será preenchido e clicar no lápis para a edição.","Los indicadores aparecerán con tres colores diferentes, en las siguientes clasificaciones: ningún dato completado (rojo); completado, pero no con el año anterior al vigente (anaranjado); y completado (azul).<br><br>Los indicadores se presentan por los ejes del Programa Ciudades Sustentables. Para completar los datos usted debe clicar en el eje, elegir el indicador que se completará y clicar en el  lápiz para la  edición."
14149,Secretaria de Gestão  Prefeitura de Tubarão,Secretaría de Gestión  Prefeitura de Tubarão
14165,População com 10 anos ou mais de idade na faixa salarial ÷ $224 × 100,Población de 10 años o más de edad en el intervalo salarial ÷ $224 × 100
14169,adquirir  1000 novos tittulos de literatura infanto-juvenil para o acervo literário.,adquirir 1000 nuevos títulos de literatura infanto-juvenil para el acervo literario.
14209,Erradicar o analfabetismo nesta faixa etária.,Erradicar el analfabetismo en este intervalo de edades.
14211,Atingir a nota 5.5 IDEB.,Alcanzar la  nota 5.5 IDEB.
14213,Erro ao editar. (Bad Request),Error al editar. (Bad Request)
14231,Acesso,Acceso
14243,SECRETARIA DE EDUCAÇÃO CULTURA E ESPORTE DE JACINTO MACHADO SC,"SECRETARÍA DE EDUCACIÓN,  CULTURA Y DEPORTE DE JACINTO MACHADO -  SC"
14007,Ampliar em 20% o numero de livros infanto juvenil até 2016.,Ampliar en un 20% el número de libros infanto-juveniles hasta 2016.
14125,Zerar as mortes por homicídio de jovens de 15 a 29 anos,Llevar a cero las muertes por homicidios de jóvenes de 15 a 29 años
14245,Construir 02 quadras cobertas para a prática esportiva e 03 academias ao ar livre.,Construir 02 canchas cubiertas para la práctica deportiva y 03 gimnasios al aire libre.
14259,Segundo pirâmide etária IBGE dados de 5 a 9 anos.,Según la pirámide de edades del IBGE datos de 5 a 9 años.
14009,Balanço Anual Consolidado,Balance Anual Consolidado
14011,"Ampliar o total de recursos aplicados em campanhas de educação cidadã, alcançando a meta de indicador de 45% até 2017.","Ampliar el total de recursos aplicados en campañas de educación ciudadana, alcanzando la meta de indicador del 45% hasta 2017."
14013,sec. meio ambiente lagoa vermelha,Sec. Medio Ambiente Lagoa Vermelha
14015,CORSAN - Compahnia Rigrandense de Saneamento.ento,CORSAN - Companhia Riograndense de Saneamento.
14017,"Bem vindo à interface administrativa de relatórios do  Programa Cidades Sustentáveis!<br><br>Um dos objetivos do Programa Cidades Sustentáveis é  fortalecer o trabalho dos Municípios nas áreas da gestão, planejamento,  transparência, participação, prestação de contas, entre outros. Tudo isso sempre  incorporando a Sustentabilidade de forma transversal às políticas públicas.<br><br>E, neste sentido, indicadores e metas são ferramentas fundamentais  de trabalho.<br><br>Nossa orientação é que seja elaborado e disponibilizado o  máximo de indicadores sugeridos pelo Programa Cidades Sustentáveis. Para isto,  é importante trabalhar de forma coordenada junto aos diferentes órgãos e níveis  da administração pública (municipal, estadual e federal) que possam fornecer  dados, informações e indicadores de todas as áreas previstas no Programa.<br><br>Estamos à disposição para qualquer outro esclarecimento.<br><br>Orientações básicas:<br><br>No primeiro acesso é preciso mudar a senha no item  &quot;Preferências&quot; e preencher os dados do município. É muito importante  cadastrar uma pessoa responsável pelas informações que serão inseridas no  sistema.<br><br>No item &quot;Variáveis básicas&quot; você fará o cadastro  de dados básicos do seu município. Parte destas informações será usada para  compor a página principal de cada cidade.<br><br>No item &quot;Indicadores&quot; você fará a navegação pelos  eixos do Programa Cidades Sustentáveis e preencherá os dados para compor os 100  indicadores básicos do Programa Cidades Sustentáveis.<br><br>Obrigado.<br><br>Programa  Cidades Sustentáveis.","¡Bienvenido a la interfaz administrativa de informes del Programa Ciudades Sustentables!<br><br>Uno de los objetivos del Programa Ciudades Sustentables es fortalecer el trabajo de los Municipios en las áreas de la gestión, planeamiento,  transparencia, participación y prestación de cuentas, entre otras. Todo eso siempre incorporando la Sustentabilidad de forma transversal a las políticas públicas.<br><br>E, en este sentido, indicadores y metas son herramientas fundamentales de trabajo.<br><br>Nuestra orientación es que se elabore y se ponga a disposición el máximo de indicadores sugeridos por el Programa Ciudades Sustentables. Para ello,  es importante trabajar de forma coordinada junto con los diferentes órganos y niveles de la administración pública (municipal, estatal y federal) que puedan proveer datos, informaciones e indicadores de todas las áreas previstas en el  Programa.<br><br>Estamos a disposición para cualquier otra aclaración.<br><br>Orientaciones básicas:<br><br>En el primer acceso es necesario cambiar la contraseña/ clave en el  ítem  &quot;Preferencias&quot; y completar los datos del municipio. Es muy importante registrar a una persona responsable por las informaciones que se ingresarán en el sistema.<br><br>En el ítem &quot;Variables básicas&quot; usted hará el registro de datos básicos de su municipio. Parte de estas informaciones se usará para componer la página principal de cada ciudad.<br><br>En el ítem &quot;Indicadores&quot; usted hará la  navegación por los ejes del Programa Ciudades Sustentables y completará los datos para componer los 100  indicadores básicos del Programa Ciudades Sustentables.<br><br>Gracias.<br><br>Programa Ciudades Sustentables."
14023,conselho tutelar,consejo tutelar
14025,sec. da administracao de LV,Sec. de Administración de LV
14033,sec educacao de Lagoa Vermelha RS,Sec Educación de Lagoa Vermelha RS
14041,Conselho Tutelar - Tubarão/SC,Consejo Tutelar - Tubarão/SC
14049,Secretaria da Educação de Tubarão/SC,Secretaría de Educación de Tubarão/SC
14065,"Nas preferências, você deve preencher os dados básicos da  prefeitura – endereço, telefone, email etc. Não se esqueça de mudar a senha  inicial do sistema e preencher o nome da pessoa que será responsável pelo  cadastro/inclusão de dados. Você deve anexar o arquivo em pdf com seu Programa  de Metas.","En las preferencias, usted debe completar los datos básicos de la alcaldía: dirección, teléfono, e-mail, etc. No se olvide de cambiar la contraseña/ clave inicial del sistema y completar el nombre de la persona que será responsable por el  registro/inclusión de datos. Usted debe anexar el archivo en pdf con su Programa de Metas."
14019,"Os indicadores aparecerão com três cores diferentes, nas  seguintes classificações: nenhum dado preenchido (vermelho); preenchido, mas  não com o ano anterior ao vigente (laranja); e preenchido (azul).<br><br>Os indicadores são apresentados pelos eixos do Programa  Cidades Sustentáveis. Para preencher os dados você deve clicar no eixo,  escolher o indicador que será preenchido e clicar no lápis para a edição.","Los indicadores aparecerán con tres colores diferentes, en las siguientes clasificaciones: ningún dato completado (rojo); completado, pero no con el año anterior al vigente (anaranjado); y completado (azul).<br><br>Los indicadores se presentan por los ejes del Programa Ciudades Sustentables. Para completar los datos usted debe clicar en el eje, elegir el indicador que se completará y clicar en el  lápiz para la  edición."
14139,Zerar os crimes sexuais na cidade,Llevar a cero los delitos sexuales en la ciudad
14181,"Bem vindo à interface administrativa de relatórios do  Programa Cidades Sustentáveis!<br><br>Um dos objetivos do Programa Cidades Sustentáveis é  fortalecer o trabalho dos Municípios nas áreas da gestão, planejamento,  transparência, participação, prestação de contas, entre outros. Tudo isso sempre  incorporando a Sustentabilidade de forma transversal às políticas públicas.<br><br>E, neste sentido, indicadores e metas são ferramentas fundamentais  de trabalho.<br><br>Nossa orientação é que seja elaborado e disponibilizado o  máximo de indicadores sugeridos pelo Programa Cidades Sustentáveis. Para isto,  é importante trabalhar de forma coordenada junto aos diferentes órgãos e níveis  da administração pública (municipal, estadual e federal) que possam fornecer  dados, informações e indicadores de todas as áreas previstas no Programa.<br><br>Estamos à disposição para qualquer outro esclarecimento.<br><br>Orientações básicas:<br><br>No primeiro acesso é preciso mudar a senha no item  &quot;Preferências&quot; e preencher os dados do município. É muito importante  cadastrar uma pessoa responsável pelas informações que serão inseridas no  sistema.<br><br>No item &quot;Variáveis básicas&quot; você fará o cadastro  de dados básicos do seu município. Parte destas informações será usada para  compor a página principal de cada cidade.<br><br>No item &quot;Indicadores&quot; você fará a navegação pelos  eixos do Programa Cidades Sustentáveis e preencherá os dados para compor os 100  indicadores básicos do Programa Cidades Sustentáveis.<br><br>Obrigado.<br><br>Programa  Cidades Sustentáveis.","¡Bienvenido a la interfaz administrativa de informes del Programa Ciudades Sustentables!<br><br>Uno de los objetivos del Programa Ciudades Sustentables es fortalecer el trabajo de los Municipios en las áreas de la gestión, planeamiento,  transparencia, participación y prestación de cuentas, entre otras. Todo eso siempre incorporando la Sustentabilidad de forma transversal a las políticas públicas.<br><br>E, en este sentido, indicadores y metas son herramientas fundamentales de trabajo.<br><br>Nuestra orientación es que se elabore y se ponga a disposición el máximo de indicadores sugeridos por el Programa Ciudades Sustentables. Para ellto,  es importante trabajar de forma coordinada junto con los diferentes órganos y niveles de la administración pública (municipal, estatal y federal) que puedan proveer datos, informaciones e indicadores de todas las áreas previstas en el  Programa.<br><br>Estamos a disposición para cualquier otra aclaración.<br><br>Orientaciones básicas:<br><br>En el primer acceso es necesario cambiar la contraseña/ clave en el  ítem  &quot;Preferencias&quot; y completar los datos del municipio. Es muy importante registrar a una persona responsable por las informaciones que se ingresarán en el sistema.<br><br>En el ítem &quot;Variables básicas&quot; usted hará el registro de datos básicos de su municipio. Parte de estas informaciones será usada para componer la página principal de cada ciudad.<br><br>En el ítem &quot;Indicadores&quot; usted hará la navegación por los ejes del Programa Ciudades Sustentables y completará los datos para componer los 100  indicadores básicos del Programa Ciudades Sustentables.<br><br>Gracias.<br><br>Programa  Ciudades Sustentables."
14263,Aumentar a proporção de leitos hospitalares para cada  mil habitantes,Aumentar la  proporción de lechos hospitalarios para cada mil habitantes
14283,Delegacia de Delitos de Trânsito e Crimes Ambientais /Polícia Rodoviária Federal,Delegacia de Delitos de Trânsito e Crimes Ambientais /Polícia Rodoviaria Federal
14021,estacao climatologica de LV,estación climatológica de LV
14029,Manter o índice de empregos gerados no município de Tubarão capacitando e reciclando os trabalhadores em idade economicamente ativa.,Mantener el índice de empleos generados en el municipio de Tubarão capacitando y reciclando a los trabajadores en edad económicamente activa.
14039,"Apoiar a inovação e as transferências de tecnologia destinadas a reduzir o consumo de energia, aumentar a eficiência  campanhas de energética e a utilização de energia renovável, bem como reduzir e prevenir a poluição do ar. Promover educação cidadã para a redução do consumo e a eliminação do desperdício comercial, industrial, público e doméstico.","Apoyar la innovación y las transferencias de tecnología destinadas a reducir el consumo de energía, aumentar la eficiencia campañas de energética y la utilización de energía renovable, así como reducir y prevenir la  contaminación del aire. Promover la educación ciudadana para la reducción del consumo y la eliminación del desperdicio comercial, industrial, público y doméstico."
14053,"Atingir no IDBE nota 5,8 na média da Rede Municipal do Ensino Fundamental (4ª série) até 2015, e nota 6,0 até 2017.","Alcanzar en el  IDBE la nota 5,8 en la media de la Red Municipal de la Enseñanza Primaria (4º grado) hasta 2015, y nota 6,0 hasta 2017."
14055,"Até 2022, 100% das crianças deverão apresentar as habilidades básicas de leitura e escrita até o final da 2ª série ou 3º ano do Ensino Fundamental.","Hasta 2022, 100% de los niños deberán presentar las habilidades básicas de lectura y escritura hasta el final del 2º grado o 3º año de la Enseñanza Primaria."
14059,Manter 100% das crianças  que procuram vagas em pré-escola atendidas até 2016.,Mantener al 100% de los niños que buscan vacantes en pre escuela atendidas hasta 2016.
14127,Promover ações para o enfrentamento da violência contra a mulher.,Promover acciones para el enfrentamiento de la violencia contra la mujer.
14173,Adquirir mais 3.000 novos titulos.,Adquirir 3.000 nuevos títulos más.
14179,ESCOLA DE EDUCAÇÃO BÁSICA JACINTO MACHADO,ESCUELA DE EDUCACIÓN  BÁSICA JACINTO  MACHADO
14199,"TCL, Transgeraldo, Santoanjo","TCL, Transgeraldo, Santoanjo"
14201,Alcançar 2/3 dos ônibus com acessibilidade p/ pessoas com deficiência até o final de 2016. ,Alcanzar 2/3 de los autobuses con accesibilidad para personas con deficiencias hasta fines de 2016.
14235,Secretaria Municipal de Educação,Secretaría Municipal de Educación
14247,SAMAE - JACINTO MACHADO,SAMAE - JACINTO  MACHADO
14275,Reduzir o número de atropelamentos em 5% ao ano até 2016,Reducir el número de atropellamientos en un 5% al año hasta 2016
14281,Reduzir em 5% ao ano o número de mortes com motocicleta.,Reducir en un 5% al año el número de muertes con motocicleta.
14299,Encontros mensais,Encuentros mensuales
14043,Zerar o número de notificações.,Llevar a cero el número de notificaciones.
14047,"Até 2022, 98% ou mais das crianças e jovens de 4 a 17 anos deverão estar matriculados e frequentando a escola.","Hasta 2022, 98% o más de los niños y jóvenes de 4 a 17 años deberán estar matriculados y frecuentando la escuela."
14161,Erro ao carregar (invalid.argument),Error al cargar (invalid. argument)
14183, Atender 100% da demanda., Satisfacer el 100% de la demanda.
14237,O município não incide sobre indivíduos nesta faixa etária.,El municipio no incide sobre individuos en este intervalo de edades.
14261,Segundo pirâmide etária IBGE dados de 5 a 19 anos.,Según la pirámide de edades del IBGE datos de 5 a 19 años.
14269,Delegacia de Delitos de Trânsito e Crimes Ambientais / Polícia Militar de Santa Catarina,Delegacia de Delitos de Trânsito e Crimes Ambientais / Polícia Militar de Santa Catarina
14277,Diminuir estes índices em 5 % ao ano. ,Disminuir estos índices en un 5 % al año.
14057,Melhorar a qualidade da internet nas escolas públicas.,Mejorar la calidad de Internet en las escuelas públicas.
14061,Manter 100% da demanda atendida de vagas no ensino fundamental até 2016.,Mantener el 100% de la demanda de vacantes atendida en la enseñanza primaria hasta 2016.
14063,Manter 100% das escolas públicas com esporte educacional no turno obrigatório até 2016.,Mantener el 100% de las escuelas públicas con deporte educacional en el turno obligatorio hasta 2016.
